item_name,item_id,item_category_id,translated_item_name
1С:Аудиокниги. Лучшее из нашего детства. Сказки и истории [Цифровая версия],304,44,1C: audiobooks.The best of our childhood.Fairy Tales and Stories [Digital Version]
1С:Аудиокниги. Лучшие зарубежные произведения на английском языке [Цифровая версия],305,44,1C: audiobooks.Best foreign works in English [digital version]
1С:Аудиокниги. Лучшие зарубежные произведения на английском языке. Уровень Intermediate (Jewel),306,45,1C: audiobooks.The best overseas works in English.PerMediate Level (Jewel)
1С:Аудиокниги. Лучшие стихи и сказки русских писателей [Цифровая версия],307,44,1C: audiobooks.The best poems and tales of Russian writers [digital version]
1С:Аудиокниги. Лучшие фантастические романы. Три великих путешествия (Digipack),308,45,1C: audiobooks.The best fantastic novels.Three Great Travel (Digipack)
"1С:Аудиокниги. М. Твен. Янки при дворе короля Артура [PC, Цифровая версия]",309,44,"1C: audiobooks.M. Twin.Yankees at the court of King Arthur [PC, digital version]"
1С:Аудиокниги. М.Е. Салтыков-Щедрин. Сказки (Jewel),310,45,1C: audiobooks.M.E.Saltykov-Shchedrin.Tales (Jewel)
1С:Аудиокниги. Мандельштам Осип. Египетская марка (Jewel),311,45,1C: audiobooks.Mandelshtam Osip.Egyptian Brand (Jewel)
1С:Аудиокниги. Марк Твен. Жанна д'Арк (Jewel),312,45,1c: audiobooks.Mark Twain.Janna d'a (Jewel)
1С:Аудиокниги. Марк Твен. Приключения Тома Сойера. Digipack,313,45,1c: audiobooks.Mark Twain.Adventures Toma Soyera.Digipack
1С:Аудиокниги. Марк Твен. Принц и нищий. (Jewel),314,45,1C: audiobooks.Mark Twain.Prince and the Pauper.(Jewel)
1С:Аудиокниги. Марк твен. Приключения Гекльберри Финна. (Digipack),315,45,1c: audiobooks.Mark Twain.Adventures Geckleberry Fine.(Digipack)
"1С:Аудиокниги. Мединский В. Мифы о России на Радио ""Финам"" (DVD-Digipack)",316,45,"1C: audiobooks.Medina V. Myths about Russia on Radio ""Finam"" (DVD-Digipack)"
1С:Аудиокниги. Мединский В. Мифы о России. О русской грязи и демократии (DVD-Digipack),317,45,1C: audiobooks.Medina V. Myths about Russia.About Russian dirt and democracy (DVD-Digipack)
1С:Аудиокниги. Мединский В. Мифы о России. О русской угрозе и тюрьме народов (DVD-Digipack),318,45,1C: audiobooks.Medina V. Myths about Russia.About the Russian Threat and Prison Peoples (DVD-Digipack)
1С:Аудиокниги. Мединский В. Мифы о России. О русском воровстве и долготерпении (DVD-Digipack),319,45,1C: audiobooks.Medina V. Myths about Russia.About Russian stealing and long-suffering (DVD-Digipack)
"1С:Аудиокниги. Мединский В. Мифы о России. О русском пьянстве, лени и жестокости (DVD-Digipack)",320,45,"1C: audiobooks.Medina V. Myths about Russia.About Russian drunkenness, laziness and cruelty (DVD-Digipack)"
1С:Аудиокниги. Мединский В. Мифы о России. Откуда мифы берутся и кому они нужны (DVD-Digipack),321,45,1C: audiobooks.Medina V. Myths about Russia.Where do the myths come from and who needs them (DVD-Digipack)
1С:Аудиокниги. Михаил Булгаков. Мастер и Маргарита (Digipack),322,45,1C: audiobooks.Michael Bulgakov.Master and Margarita (Digipack)
"1С:Аудиокниги. Михаил Булгаков. Мастер и Маргарита [ PC, Цифровая версия]",323,44,"1C: audiobooks.Michael Bulgakov.Master and Margarita [PC, digital version]"
1С:Аудиокниги. Михаил Булгаков. Фантастические повести. Дьяволиада. Роковые яйца (Digipack),324,45,1C: audiobooks.Michael Bulgakov.Fantastic stories.Devilia.Fat Eggs (Digipack)
1С:Аудиокниги. Музыкальные сказки для детей (Jewel),325,45,1C: audiobooks.Musical fairy tales for children (Jewel)
1С:Аудиокниги. Н. Кутепов. Царская Охота (DVD-Digipack),326,45,1C: audiobooks.N. Katepov.Tsarist Hunting (DVD-Digipack)
"1С:Аудиокниги. Н.Басовская. Королева Виктория - символ на троне. Лекции по истории [PC, Цифровая версия]",327,44,"1C: audiobooks.N. Basovskaya.Queen Victoria - a symbol on the throne.Lectures on history [PC, digital version]"
1С:Аудиокниги. Н.С. Лесков. Очарованный странник (Jewel),328,45,1C: audiobooks.N.S.Leskov.Enchanted Wanderer (Jewel)
1С:Аудиокниги. Ницше Ф. Так говорил Заратустра,329,45,1C: audiobooks.Nietzsche F. so spoke Zarathustra
"1С:Аудиокниги. О'Генри. Рассказы  [PC, Цифровая версия]",330,44,"1C: audiobooks.O.Henry.Stories [PC, digital version]"
1С:Аудиокниги. О. Генри. Рассказы (Digipack),331,45,1C: audiobooks.O.Henry.Stories (Digipack)
"1С:Аудиокниги. О`Генри. День, который мы празднуем. Рассказы. На англ. яз.  [ PC, Цифровая версия]",332,44,"1C: audiobooks.O'Genry.The day we celebrate.Stories.In English.Yaz.[PC, digital version]"
1С:Аудиокниги. Пелевин В. Рассказы. Читает автор,333,45,1C: audiobooks.Pelevin V. Stories.Reads author
1С:Аудиокниги. Преступление и наказание [Цифровая версия],334,44,1C: audiobooks.Crime and Punishment [Digital Version]
1С:Аудиокниги. Путеводитель. Амстердам (Jewel),335,45,1C: audiobooks.Guide.Amsterdam (Jewel)
"1С:Аудиокниги. Путеводитель. Барселона [PC, Цифровая версия]",336,44,"1C: audiobooks.Guide.Barcelona [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Будапешт [PC, Цифровая версия]",337,44,"1C: audiobooks.Guide.Budapest [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Венеция [PC, Цифровая версия]",338,44,"1C: audiobooks.Guide.Venice [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Москва. Китай-город [PC, Цифровая версия]",339,44,"1C: audiobooks.Guide.Moscow.China City [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Одесса [PC, Цифровая версия]",340,44,"1C: audiobooks.Guide.Odessa [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Париж [PC, Цифровая версия]",341,44,"1C: audiobooks.Guide.Paris [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Прага [PC, Цифровая версия]",342,44,"1C: audiobooks.Guide.Prague [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Прогулки Санкт-Петербургу [PC, Цифровая версия]",343,44,"1C: audiobooks.Guide.Walking St. Petersburg [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Прогулки по окрестностям Санкт-Петербурга [PC, Цифровая версия]",344,44,"1C: audiobooks.Guide.Walking around St. Petersburg [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Санкт-Петербург. Исторический центр [PC, Цифровая версия]",345,44,"1C: audiobooks.Guide.St. Petersburg.Historical Center [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Сочи [PC, Цифровая версия]",346,44,"1C: audiobooks.Guide.Sochi [PC, digital version]"
"1С:Аудиокниги. Путеводитель. Флоренция [PC, Цифровая версия]",347,44,"1C: audiobooks.Guide.Florence [PC, digital version]"
1С:Аудиокниги. Путешествие по сказкам. Сборник детских спектаклей [Цифровая версия],348,44,1C: audiobooks.Traveling in fairy tales.Collection of children's performances [digital version]
"1С:Аудиокниги. Пушкин А. С. Евгений Онегин. Поэмы    [ PC, Цифровая версия]",349,44,"1C: audiobooks.Pushkin A. S. Evgeny Onegin.Poems [PC, digital version]"
"1С:Аудиокниги. Пушкин А. С. Сказки. У Лукоморья  [ PC, Цифровая версия]",350,44,"1C: audiobooks.Pushkin A. S. Tales.At Lukomorya [PC, digital version]"
1С:Аудиокниги. Пушкин А.С. Сказки и стихи,351,45,1C: audiobooks.Pushkin A.S.Fairy tales and poems
"1С:Аудиокниги. Р. Шекли. Гражданин из космоса [ PC, Цифровая версия]",352,44,"1C: audiobooks.R. Shekley.Citizen from space [PC, digital version]"
1С:Аудиокниги. Р.Л. Стивенсон. Остров сокровищ. Digipack,353,45,1C: audiobooks.R.L.Stevenson.Treasure Island.Digipack
1С:Аудиокниги. Ребенок в машине. Весело и с пользой! (Бандл),354,45,1C: audiobooks.Child in the car.Fun and with benefit!(Bundle)
1С:Аудиокниги. Ревизор [Цифровая версия],355,44,1C: audiobooks.Auditor [digital version]
"1С:Аудиокниги. Редьярд Киплинг. Рассказы из сборника ""Книга джунглей"" Маугли (Digipack)",356,45,"1C: audiobooks.Rudyard Kipling.Stories from the collection ""Jungle Book"" Mowgli (Digipack)"
1С:Аудиокниги. Ремарк Э.М. Три товарища (Digipack),357,45,1C: audiobooks.Remark E.M.Three Comrades (Digipack)
"1С:Аудиокниги. Рик Т. Страшилки-смешилки. Выпуск 1. Ужасная парикмахерская [PC, Цифровая версия]",358,44,"1C: audiobooks.Rick T. Strachki-mixtures.Issue 1. Terrible Hairdresser [PC, digital version]"
"1С:Аудиокниги. Рик Т. Страшилки-смешилки. Выпуск 2. Подушка - десантник [PC, Цифровая версия]",359,44,"1C: audiobooks.Rick T. Strachki-mixtures.Issue 2. Pillow - paratrooper [PC, digital version]"
"1С:Аудиокниги. Рик Т. Страшилки-смешилки. Выпуск 3. Крыса Земфира - мутант [PC, Цифровая версия]",360,44,"1C: audiobooks.Rick T. Strachki-mixtures.Issue 3. Zemfira rat - mutant [PC, digital version]"
"1С:Аудиокниги. Рик Т. Страшилки-смешилки. Выпуск 4. Таинственные исчезновения [PC, Цифровая версия]",361,44,"1C: audiobooks.Rick T. Strachki-mixtures.Issue 4. Mysterious disappearances [PC, digital version]"
"1С:Аудиокниги. Роберт Льюис Стивенсон. Черная стрела [PC, Цифровая версия]",362,44,"1C: audiobooks.Robert Lewis Stevenson.Black Arrow [PC, digital version]"
"1С:Аудиокниги. Родин И. Как общаться с людьми,чтобы всегда оставаться в выигрыше",363,45,1C: audiobooks.Rodin I. How to communicate with people to always stay in winning
"1С:Аудиокниги. Ром Н. Хочу говорить красиво! Техники общения    [PC, Цифровая версия]",364,44,"1C: audiobooks.Rom N. I want to say beautifully!Communication techniques [PC, digital version]"
1С:Аудиокниги. Романов П.С. Арабская сказка,365,45,1C: audiobooks.Romanov P.S.Arab fairy tale
1С:Аудиокниги. Руслан и Людмила. Сказки А.С. Пушкина (Digipack),366,45,1C: audiobooks.Ruslan and Ludmila.Tales A.S.Pushkin (Digipack)
1С:Аудиокниги. Русские сказки. По щучьему велению. Василиса Прекрасная. (Jewel),367,45,1C: audiobooks.Russian tales.By magic.Vasilisa is beautiful.(Jewel)
"1С:Аудиокниги. С Новым годом! Сказки, стихи, загадки + новогодний магнит (Jewel)",368,45,"1C: audiobooks.Happy New Year!Fairy Tales, Poems, Riddles + New Year's Magnet (Jewel)"
1С:Аудиокниги. Салтыков-Щедрин М.Е. Господа Головлевы (Jewel),369,45,1C: audiobooks.Saltykov-Shchedrin M.E.Lord Golovy (Jewel)
1С:Аудиокниги. Салтыков-Щедрин М.Е. Сказки. Выпуск 3,370,45,1C: audiobooks.Saltykov-Shchedrin M.E.Fairy tales.Issue 3.
1С:Аудиокниги. Самые красивые сказки (Digipack),371,45,1C: audiobooks.The most beautiful fairy tales (Digipack)
1С:Аудиокниги. Сборник английских сказок для детей и взрослых (Jewel),372,45,1C: audiobooks.Collection of English fairy tales for children and adults (Jewel)
1С:Аудиокниги. Свифт Д. Путешествия Гулливера,373,45,1C: audiobooks.Swift D. Travel Gullyer
"1С:Аудиокниги. Синдбад-мореход [PC, Цифровая версия]",374,44,"1C: audiobooks.Syndbad-Sea - [PC, digital version]"
1С:Аудиокниги. Сказки 1001 ночи (Jewel),375,45,1C: audiobooks.Tales 1001 Nights (Jewel)
1С:Аудиокниги. Сказки Деда Мороза + новогодний магнит (Jewel),376,45,1C: audiobooks.Fairy Tales Santa Claus + New Year's Magnet (Jewel)
1С:Аудиокниги. Сказки дядюшки Римуса,377,45,1C: audiobooks.Fairy tales of uncle Rimusa
"1С:Аудиокниги. Сладких снов тебе, малыш! (Jewel)",378,45,"1C: audiobooks.Sweet dreams to you, baby!(Jewel)"
1С:Аудиокниги. Соловьев С.М. Царствование Петра I Алексеевича. 1703-1725 гг [Цифровая версия],379,44,1C: audiobooks.Solovyov S.M.The reign of Peter I Alekseevich.1703-1725 [digital version]
1С:Аудиокниги. Спокойной ночи! Сказки для самых маленьких,380,45,1C: audiobooks.Goodnight!Fairy tales for the smallest
1С:Аудиокниги. Старуха Изергиль [Цифровая версия],381,44,1C: audiobooks.Old woman Izergil [digital version]
1С:Аудиокниги. Стивенсон Р.Л. Странная история доктора Джекила и мистера Хайда (Jewel),382,45,1C: audiobooks.Stevenson R.L.Strange Story of Dr. Jekyla and Mr. Heyda (Jewel)
"1С:Аудиокниги. Стокер Брэм. «Граф Дракула»  [PC, Цифровая версия]",383,44,"1C: audiobooks.Stoker Bram.""Count Dracula"" [PC, digital version]"
1С:Аудиокниги. Твен М. Приключения Геккельберри Финна,384,45,1c: audiobooks.Twain M. Adventures Gechlberry Fine
1С:Аудиокниги. Твен М. Приключения Тома Сойера,385,45,1c: audiobooks.Twain M. Adventures Toma Soyera
1С:Аудиокниги. Твен М. Принц и нищий,386,45,1C: audiobooks.Twain M. Prince and Beggar
1С:Аудиокниги. Толстой А.К. Повести. Встреча через 300 лет. Упырь (Jewel),387,45,1C: audiobooks.Tolstoy A.K.Tale.Meeting after 300 years.Jewel
1С:Аудиокниги. Толстой А.Н. Приключения Буратино. Сказка (Jewel),388,45,1C: audiobooks.Tolstoy A.N.The Adventures of Pinocchio.Jewel
1С:Аудиокниги. Толстой Л.Н. Анна Каренина. Аудиоспектакль. МХАТ СССР (Digipack),389,45,1C: audiobooks.Tolstoy L.N.Anna Karenina.Audio.MCAT USSR (Digipack)
1С:Аудиокниги. Толстой Л.Н. Детям,390,45,1C: audiobooks.Tolstoy L.N.Children
1С:Аудиокниги. Тургенев И. Записки охотника (Jewel),391,45,1C: audiobooks.Turgenev I. Notes Hunter (Jewel)
1С:Аудиокниги. Тургенев И.С. Отцы и дети (Digipack),392,45,1C: audiobooks.Turgenev I.S.Fathers and children (Digipack)
1С:Аудиокниги. Уроки делового общения. Эффективный аудиокурс (Jewel),393,45,1C: audiobooks.Business communication lessons.Effective audiocore (jewel)
1С:Аудиокниги. Уроки делового общения. Эффективный аудиокурс [Цифровая версия],394,44,1C: audiobooks.Business communication lessons.Effective audiocore [digital version]
"1С:Аудиокниги. Ф.М. Достоевский. Братья Карамазовы [PC, Цифровая версия]",395,44,"1C: audiobooks.F.M.Dostoevsky.Brothers Karamazov [PC, digital version]"
"1С:Аудиокниги. Флобер Гюстав. Мадам Бовари [PC, Цифровая версия]",396,44,"1C: audiobooks.Flaubert Gustave.Madame Bovari [PC, digital version]"
"1С:Аудиокниги. Хрестоматия по литературе, 6 класс",397,45,"1C: audiobooks.Reader in literature, grade 6"
1С:Аудиокниги. Хрестоматия по литературе. 5 класс (Dvd box),398,45,1C: audiobooks.Reader in literature.Grade 5 (DVD Box)
1С:Аудиокниги. Хрестоматия по литературе. 7 класс (Dvd box),399,45,1C: audiobooks.Reader in literature.Grade 7 (DVD Box)
1С:Аудиокниги. Цветаева М. Стихотворения [Цифровая версия],400,44,1C: audiobooks.Tsvetaeva M. Poem [digital version]
1С:Аудиокниги. Чарльз Диккенс. Дэвид Копперфилд (Jewel),401,45,1C: audiobooks.Charles Dickens.David Copperfield (Jewel)
"1С:Аудиокниги. Чарская Л. А. Сказки голубой феи    [PC, Цифровая версия]",402,44,"1C: audiobooks.Charskaya L. A. Tales of Blue Fairies [PC, digital version]"
1С:Аудиокниги. Чернышева З. Опаленные войной. Ночь светла. Романс для двух голосов [Цифровая версия],403,44,1C: audiobooks.Chernysheva Z. Seared war.Night light.Romance for two votes [digital version]
1С:Аудиокниги. Чернышева З. Опаленные войной. Осеннее интермецц [Цифровая версия],404,44,1C: audiobooks.Chernysheva Z. Seared war.Autumn Intermertz [digital version]
1С:Аудиокниги. Чехов А.П. Вишневый сад (Jewel),405,45,1C: audiobooks.Chekhov A.P.Cherry Garden (Jewel)
1С:Аудиокниги. Чехов А.П. Рассказы (Digipack),406,45,1C: audiobooks.Chekhov A.P.Stories (Digipack)
1С:Аудиокниги. Читаем и поем по-английски! Песенки и стихи для малышей (Jewel),407,45,1C: audiobooks.We read and sing in English!Songs and poems for kids (Jewel)
1С:Аудиокниги. Чудесные сказки (Digipack),408,45,1C: audiobooks.Wonderful fairy tales (Digipack)
1С:Аудиокниги. Чуковский К. Доктор Айболит (Jewel),409,45,1C: audiobooks.Chukovsky K. Dr. Aibolit (Jewel)
1С:Аудиокниги. Чуковский К.И. Мойдодыр и другие сказки (Digipack),410,45,1C: audiobooks.Chukovsky k.I.Moidodyr and other fairy tales (Digipack)
1С:Аудиокниги. Шарлотта Бронте. Джен Эйр (Digipack),411,45,1S: ADUNNOKNOCA.Charlotte Bronte.Jen Air (Digipck)
"1С:Аудиокниги. Шарлотта Бронте. Джен Эйр [PC, Цифровая версия]",412,44,"1C: audiobooks.Charlotte Bronte.Jen Eyre [PC, digital version]"
1С:Аудиокниги. Шахиджанян В.В. Учимся говорить публично (Jewel),413,45,1C: audiobooks.Shahidzhanyan V.V.Learn to speak publicly (Jewel)
1С:Аудиокниги. Э.Т.А. Гофман. Щелкунчик (Jewel),414,45,1C: audiobooks.THIS.Gofman.Nutcracker (Jewel)
"1С:Аудиокниги. Эдгар По. Низвержение в Мальстрем. [PC, Цифровая версия]",415,44,"1C: audiobooks.Edgar by.Loose in Malstorm.[PC, digital version]"
1С:Аудиокниги.Коллекция страшилок-смешилок для детей [Цифровая версия],416,44,1C: Audiobooks. Scrolling of sovereign-mixtures for children [digital version]
1С:Аудиотеатр. А.И. Куприн. Избранное (DVD-Digipack),417,45,1C: Audio.A.I.Kuprin.Favorites (DVD-Digipack)
1С:Аудиотеатр. А.Н. Островский. Лес (Jewel),418,45,1C: Audio.A.N.Ostrovsky.Forest (Jewel)
"1С:Аудиотеатр. А.С. Пушкин. Сказки. Поэма ""Руслан и Людмила"". (Digipack)",419,45,"1C: Audio.A.S.Pushkin.Fairy tales.Poem ""Ruslan and Lyudmila"".(Digipack)"
1С:Аудиотеатр. Вагнер Н.П. Сказки Кота-Мурлыки [Цифровая версия],420,44,1C: Audio.Wagner N.P.Tales cat-purr [digital version]
1С:Аудиотеатр. Гоголь Н.В. Мертвые души (DVD-Digipack),421,45,1C: Audio.Gogol N.V.Dead Souls (DVD-Digipack)
1С:Аудиотеатр. Гоголь Н.В. Мертвые души [Цифровая версия],422,44,1C: Audio.Gogol N.V.Dead souls [digital version]
1С:Аудиотеатр. Гофман Э.Т.А. Щелкунчик (с участием В.Гафта) (Digipack),423,45,1C: Audio.Gofman E.T.A.Nutcracker (with the participation of VGFTA) (Digipack)
1С:Аудиотеатр. Грибоедов А.С. Горе от ума (спектакль) (Jewel),424,45,1C: Audio.Griboedov A.S.Mount from the mind (performance) (Jewel)
1С:Аудиотеатр. Гюстав Флобер. Мадам Бовари (Digipack),425,45,1c: Audrobe.Guustab Flober.Madame Concern (Digipack)
1С:Аудиотеатр. Ж. Верн. В погоне за метеором (Digipack),426,45,1C: Audio.J. Verne.In pursuit of the meteor (Digipack)
1С:Аудиотеатр. Иоганн Штраус. Цыганский барон (Jewel),427,45,1C: Audio.Johann Strauss.Gypsy Baron (Jewel)
1С:Аудиотеатр. Истории о смелых и находчивых. Коллекция детских аудиоспектаклей (Digipack),428,45,1C: Audio.Stories about bold and resourceful.Collection of children's audio spectacles (Digipack)
1С:Аудиотеатр. Коллекция аудиоспектаклей по произведениям А.П. Чехова. (DVD-Digipack),429,45,1C: Audio.Collection of audio spectacles by the works of A.P.Chekhov.(DVD-Digipack)
1С:Аудиотеатр. Коллекция сказок А. Усачева (Digipack),430,45,1C: Audio.Collection of fairy tales A. Usacheva (Digipack)
1С:Аудиотеатр. Коллекция сказок В. Гауфа. (Digipack),431,45,1C: Audio.Collection of Fairy Tales V. Gaugh.(Digipack)
1С:Аудиотеатр. Коллекция сказок Салтыкова-Щедрина в исполнении Е. Весника. (DVD-Digipack),432,45,1C: Audio.The collection of fairy tales of Saltykov-Shchedrin performed by E. Vestecka.(DVD-Digipack)
1С:Аудиотеатр. Коллекция сказок Ш. Перро (Digipack),433,45,1C: Audio.Collection of fairy tales sh. Perso (Digipack)
1С:Аудиотеатр. Коллекция сказок Ш. Перро [Цифровая версия],434,44,1C: Audio.Collection of Fairy Tales S. Perro [Digital Version]
1С:Аудиотеатр. Лагин Л. Старик Хоттабыч (в главной роли А. Джигарханян) (Digipack),435,45,1C: Audio.Lagin L. Old Man Hottabych (in the main role of A. Dzhigarkhanyan) (Digipack)
1С:Аудиотеатр. Лермонтов М.Ю. Герой нашего времени (DVD-digipack),436,45,1C: Audio.Lermontov M.Yu.Hero of our time (DVD-Digipack)
1С:Аудиотеатр. Лермонтов М.Ю. Герой нашего времени [Цифровая версия],437,44,1C: Audio.Lermontov M.Yu.Hero of our time [digital version]
1С:Аудиотеатр. Лучшие произведения русских писателей. О любви (DVD-Digipack),438,45,1C: Audio.The best works of Russian writers.About Love (DVD-Digipack)
1С:Аудиотеатр. Лучшие сказки великих сказочников (Digipack),439,45,1C: Audio.The best fairy tales of great storytellers (Digipack)
1С:Аудиотеатр. М.Ю. Лермонтов. Маскарад Digipack,440,45,1C: Audio.M.Yu.Lermontov.Masquerade Digipack
1С:Аудиотеатр. Мастера русской сатиры 19 века. Аудиоспектакли по произведениям. (Digipack),441,45,1C: Audio.Masters of the Russian Satira of the 19th century.Audio on works.(Digipack)
1С:Аудиотеатр. Мольер Ж. Тартюф (Jewel),442,45,1C: Audio.Moliere J. Tartuf (Jewel)
1С:Аудиотеатр. Мудрые сказки. Аудиоспектакли для детей.  (Digipack),443,45,1C: Audio.Wise fairy tales.Audio for children.(Digipack)
1С:Аудиотеатр. Олег Кургузов. Истории и рассказы для детей (Digipack),444,45,1C: Audio.Oleg Krugsov.Stories and Stories for Children (Digipack)
1С:Аудиотеатр. Полезные загадки. (Digipack),445,45,1C: Audio.Useful riddles.(Digipack)
1С:Аудиотеатр. Пушкин А.С. Борис Годунов [Цифровая версия],446,44,1C: Audio.Pushkin A.S.Boris Godunov [digital version]
1С:Аудиотеатр. Пушкин А.С. Выстрел (с участием В. Гафта) [Цифровая версия],447,44,1C: Audio.Pushkin A.S.Shot (with the participation of V. Gafta) [digital version]
1С:Аудиотеатр. Пушкин А.С. Евгений Онегин (с участием В.Гафта) (Digipack),448,45,1C: Audio.Pushkin A.S.Evgeny Onegin (with the participation of VGFTA) (Digipack)
1С:Аудиотеатр. Русские писатели конца 19 - начала 20 века. (DVD-Digipack),449,45,1C: Audio.Russian writers of the late 19th - early 20th century.(DVD-Digipack)
1С:Аудиотеатр. Сказки Евгения Шварца. Аудиоспектакли для детей (Digipack),450,45,1C: Audio.Fairy tales Evgeny Schwartz.Audio for children (Digipack)
1С:Аудиотеатр. Сказки Кота-Мурлыки (Jewel),451,45,1C: Audio.Fairy Tales Cota-Murlyki (Jewel)
"1С:Аудиотеатр. Сказки для взрослых «О женах» [PC, Цифровая версия]",452,44,"1C: Audio.Fairy tales for adults ""About Wives"" [PC, digital version]"
1С:Аудиотеатр. Сказки для маленьких принцесс (Digipack),453,45,1C: Audio.Tales for Little Princesses (Digipack)
1С:Аудиотеатр. Сказки для мальчиков (Digipack),454,45,1C: Audio.Fairy tales for boys (Digipack)
1С:Аудиотеатр. Сказки для мальчиков [Цифровая версия],455,44,1C: Audio.Tales for boys [digital version]
1С:Аудиотеатр. Сказки и истории из разных уголков земли (DVD-Digipack),456,45,1C: Audio.Fairy tales and stories from different parts of the Earth (DVD-Digipack)
1С:Аудиотеатр. Старые добрые сказки. Аудиоспектакли для детей (Digipack),457,45,1C: Audio.Old good fairy tales.Audio for children (Digipack)
1С:Аудиотеатр. Толстой Л. «Крейцерова соната» (радиоспектакль) (Jewel),458,45,"1C: Audio.Tolstoy L. ""Crecerava Sonata"" (radio spectacle) (Jewel)"
1С:Аудиотеатр. Уильям Шекспир. Комедия ошибок (Digipack),459,45,1C: Audio.William Shakespeare.Comedy errors (Digipack)
1С:Аудиотеатр. Ф.М. Достоевский. Братья Карамазовы (Jewel),460,45,1C: Audio.F.M.Dostoevsky.Brothers Karamazov (Jewel)
1С:Аудиотеатр. Ф.М. Достоевский. Идиот. (Digipack),461,45,1C: Audio.F.M.Dostoevsky.Idiot.(Digipack)
1С:Аудиотеатр. Хрестоматия по литературе. 1 класс. Digipack,462,45,1C: Audio.Reader in literature.1 class.Digipack
1С:Аудиотеатр. Чехов А.П. Дуэль [Цифровая версия],463,44,1C: Audio.Chekhov A.P.Duel [digital version]
1С:Библ. разработчика. Разработка сложных отчетов в 1С:Предпр. 8. Сист. комп. данных. 2 изд .(+CD),464,49,1C: Bible.developer.Development of complex reports in 1C: Prep.8. System.comp.data.2 ed. (+ CD)
1С:Бизнес-курс. Анализ финансовой отчетности. Финансовое планирование и бюджетирование,465,77,1C: Business course.Analysis of financial statements.Financial planning and budgeting
1С:Бизнес-курс. Как начать и развивать свое дело,466,77,1C: Business course.How to start and develop your business
1С:Бизнес-курс. Охрана труда на предприятиях малого бизнеса,467,77,1C: Business course.Labor protection at small businesses
1С:Бизнес-курс. Переговоры без проигравших,468,77,1C: Business course.Negotiations without losers
1С:Бизнес-курс. Продажи - на максимум!,469,77,1C: Business course.Sales - Maximum!
"1С:Биологический конструктор 1.5 [PC, Цифровая версия]",470,78,"1C: Biological Designer 1.5 [PC, digital version]"
1С:Бухгалтерия 8 (ред.3.0) как на ладони. Изд 4. Гартвич А.,471,49,1C: Accounting 8 (Red.3.0) as on the palm.Ed 4. Gatvich A.
1С:Бухгалтерия 8 (ред.3.0) как на ладони. Изд 5. Гартвич А.,472,49,1C: Accounting 8 (Red.3.0) as on the palm.Ed 5. Gatvich A.
1С:Бухгалтерия 8 (ред.3.0) как на ладони. Изд 6. Гартвич А.,473,49,1C: Accounting 8 (Red.3.0) as on the palm.Ed 6. Gatvich A.
"1С:Бухгалтерия 8 КОРП: учет в головной организации. Власова М.А., Харитонов С.А.",474,49,"1C: Accounting 8 Corp: Accounting in a head organization.Vlasova MA, Kharitonov S.A."
1С:Бухгалтерия 8 ПРОФ на 5 польз. Поставка для розничного распространения (USB),475,73,1C: Accounting 8 profh for 5 benefits.Delivery for retail distribution (USB)
1С:Бухгалтерия 8 ПРОФ на 5 польз. Поставка для розничного распространения.,476,73,1C: Accounting 8 profh for 5 benefits.Delivery for retail distribution.
1С:Бухгалтерия 8 ПРОФ. Поставка для розничного распространения (USB),477,73,1C: Accounting 8 prof.Delivery for retail distribution (USB)
1С:Бухгалтерия 8 ПРОФ. Поставка для розничного распространения.,478,73,1C: Accounting 8 prof.Delivery for retail distribution.
1С:Бухгалтерия 8 для начинающих. С.А.Харитонов,479,49,1C: Accounting 8 for beginners.S.A. Kharitonov
1С:Бухгалтерия 8 как на ладони (издание 6)  [Цифровая версия],480,54,1C: Accounting 8 How to Palm (Edition 6) [Digital Version]
1С:Бухгалтерия 8 как на ладони. Изд 3. Гартвич А. (по ред. 2.0),481,49,1C: Accounting 8 as a palm.Ed 3. Gatvich A. (ed. 2.0)
1С:Бухгалтерия 8. Базовая версия,482,73,1C: Accounting 8. Basic version
1С:Бухгалтерия 8. Базовая версия + MS Office SBB,483,73,1C: Accounting 8. Basic version + MS Office SBB
1С:Бухгалтерия 8. Учебная версия. Издание 6.,484,73,1C: Accounting 8. Training version.Edition 6.
1С:Бухгалтерия 8. Учебная версия. Издание 7.,485,73,1C: Accounting 8. Training version.Edition 7.
1С:Бухгалтерия 8. Учебная версия. Издание 8.,486,73,1C: Accounting 8. Training version.Edition 8.
1С:Высшая школа. Линейная алгебра и аналитическая геометрия,487,77,1C: Higher School.Linear algebra and analytical geometry
"1С:Высшая школа. Линейная алгебра и аналитическая геометрия [PC, Цифровая версия]",488,78,"1C: Higher School.Linear algebra and analytical geometry [PC, digital version]"
1С:Высшая школа. Математический анализ,489,77,1C: Higher School.Mathematical analysis
